customer_id,age,annual_income,monthly_spending,purchase_frequency,avg_transaction_value,website_visits_monthly,avg_session_minutes,days_since_last_purchase,support_contacts_yearly,discount_usage_percent,loyalty_years,satisfaction_score
CUST-010518,26,31759.45,1310.51,11,105.94,33,26.27,1,3,43.65,5.44,6.06
CUST-010519,32,52404.27,1473.53,14,81.02,42,18.2,0,2,80.84,3.45,5.37
CUST-010520,51,44272.76,409.26,2,97.21,12,5.1,63,5,30.95,3.64,4.94
CUST-010521,54,47574.79,319.28,5,132.96,16,4.69,75,3,26.37,3.38,6.84
CUST-010522,28,55984.96,1471.27,14,93.37,33,15.08,0,2,57.73,3.44,7.84
CUST-010523,41,66807.42,697.13,7,70.94,14,8.44,10,3,26.53,0.37,6.57
CUST-010524,53,80678.81,2657.68,14,155.68,20,11.31,2,2,25.95,8.47,8.5
CUST-010525,54,56263.31,462.03,3,92.31,12,4.89,72,5,50.84,3.65,5.53
CUST-010526,55,123448.33,2441.48,21,196.32,21,10.57,13,1,15.37,7.1,8.87
CUST-010527,54,55085.51,325.96,6,71.9,14,8.66,66,6,31.93,3.88,6.32
CUST-010528,26,44738.08,1148.92,14,91.46,43,22.53,20,4,69.95,0.94,7.04
CUST-010529,45,78864.57,739.66,8,114.97,19,8.34,19,1,28.2,7.89,7.35
CUST-010530,60,121127.41,2341.51,19,200.56,24,9.76,14,2,30.9,7.39,9.48
CUST-010531,26,54952.55,1354.41,13,140.54,40,13.45,24,6,56.01,2.52,6.96
CUST-010532,47,57479.63,971.44,5,138.82,14,15.41,40,1,47.91,6.17,6.49
CUST-010533,42,105024.96,1409.59,17,204.65,26,15.41,14,1,0.0,8.49,8.72
CUST-010534,30,42662.33,1002.89,13,93.18,34,21.62,5,3,77.58,0.33,4.96
CUST-010535,39,63804.87,1098.04,8,119.71,23,6.66,31,3,25.62,2.86,7.73
CUST-010536,39,89800.93,2376.67,14,163.65,24,17.28,16,1,1.79,3.72,8.07
CUST-010537,36,63642.23,1319.61,16,62.92,39,13.65,7,4,61.99,0.5,5.99
CUST-010538,37,53897.04,1253.91,13,48.95,34,20.33,16,3,75.85,1.24,8.57
CUST-010539,37,131546.48,2952.91,17,114.86,26,11.19,27,0,26.25,6.0,6.84
CUST-010540,54,61117.95,399.31,3,103.19,10,2.24,89,3,32.91,7.51,4.95
CUST-010541,58,48605.63,317.76,6,95.76,6,3.88,65,2,42.88,6.24,3.85
CUST-010542,49,126214.03,2704.06,17,198.67,24,13.71,2,4,40.43,5.74,8.48
CUST-010543,35,76619.56,989.67,8,130.95,12,7.72,16,3,26.32,2.32,8.42
CUST-010544,18,49577.61,1350.53,14,54.74,42,11.49,9,3,86.49,1.81,8.5
CUST-010545,47,91061.13,812.86,7,140.59,20,11.51,32,2,17.87,1.56,7.91
CUST-010546,45,61525.63,403.33,6,110.44,3,7.55,78,4,38.68,3.7,5.25
CUST-010547,23,30135.28,876.6,12,81.16,42,13.55,3,3,66.57,3.16,5.5
CUST-010548,61,108768.81,3468.77,18,144.11,20,5.94,0,1,10.02,4.76,7.93
CUST-010549,24,39910.49,1293.85,9,105.36,37,19.07,11,3,47.14,6.85,7.68
CUST-010550,47,125597.53,2474.87,14,148.26,32,12.31,20,2,14.99,6.79,7.82
CUST-010551,56,63988.44,516.43,1,86.04,2,9.04,70,4,28.01,3.74,7.7
CUST-010552,52,65856.44,707.64,7,115.41,13,6.17,23,1,14.57,0.95,7.65
CUST-010553,55,61241.29,535.17,1,75.15,1,10.2,69,2,29.07,2.99,6.64
CUST-010554,36,57969.25,588.22,7,101.85,16,14.6,0,3,27.43,3.41,6.66
CUST-010555,25,33708.37,1504.51,12,130.42,43,20.27,43,2,77.14,0.0,7.5
CUST-010556,60,63277.11,346.23,4,81.75,5,4.07,71,4,42.62,6.95,5.66
CUST-010557,53,118566.91,2207.99,16,188.05,29,14.04,21,2,26.13,6.78,8.35
CUST-010558,36,67836.86,614.1,12,106.44,9,11.74,17,2,23.23,2.71,8.82
CUST-010559,54,60107.01,422.51,3,79.71,1,6.33,71,3,23.67,7.16,6.56
CUST-010560,57,47118.61,456.42,1,85.52,14,1.83,63,5,41.1,3.48,5.51
CUST-010561,60,145727.94,2308.86,16,181.86,29,11.72,7,5,30.86,8.09,7.97
CUST-010562,50,112662.17,2364.96,15,156.11,24,9.26,0,0,18.62,4.61,6.84
CUST-010563,46,57704.11,436.72,1,75.13,7,5.29,65,5,24.46,6.71,6.8
CUST-010564,29,71071.52,1081.12,10,74.16,13,7.53,43,4,27.4,3.38,5.98
CUST-010565,29,63682.21,726.5,9,65.36,38,18.26,4,4,69.81,4.27,6.9
CUST-010566,44,132366.78,3502.92,13,201.55,17,17.27,0,2,25.26,6.83,9.2
CUST-010567,48,67781.18,717.87,6,127.62,9,2.68,18,1,43.43,4.51,8.71
CUST-010568,65,62755.89,314.72,5,151.39,7,7.36,66,1,20.09,7.56,5.52
CUST-010569,56,145702.59,2299.51,15,162.9,18,12.76,0,0,22.83,6.08,7.79
CUST-010570,62,57156.38,311.64,4,125.26,12,8.26,71,4,39.84,8.31,5.56
CUST-010571,26,62328.47,1205.14,12,71.5,41,17.91,9,3,64.89,1.18,7.38
CUST-010572,49,122087.42,3180.87,13,136.0,20,12.99,12,0,17.12,5.65,6.93
CUST-010573,37,126453.58,1640.49,18,176.32,19,12.47,0,3,12.88,4.97,10.0
CUST-010574,47,129352.24,2680.89,17,193.1,28,10.64,9,1,14.38,9.4,9.74
CUST-010575,36,62200.95,466.42,4,106.31,5,9.81,38,2,13.47,5.53,5.0
CUST-010576,31,41164.51,975.02,14,97.6,49,18.8,9,2,43.69,3.06,7.16
CUST-010577,29,48505.85,981.49,8,79.66,36,18.7,15,3,60.17,5.6,8.14
CUST-010578,40,143344.33,2836.26,13,204.67,22,11.74,8,1,14.91,8.74,10.0
CUST-010579,39,45082.81,810.67,6,96.25,8,10.35,8,1,54.23,1.33,6.24
CUST-010580,54,60756.65,672.36,6,177.87,19,9.86,35,2,36.68,4.86,6.93
CUST-010581,31,61290.87,934.67,12,69.68,42,21.31,0,3,59.09,2.87,7.01
CUST-010582,55,154322.41,1390.06,11,175.16,26,10.39,11,1,1.82,7.56,9.15
CUST-010583,48,83879.57,2047.26,17,219.31,26,12.18,12,1,22.18,7.84,6.91
CUST-010584,58,150847.15,1909.74,14,193.2,22,9.54,0,1,2.67,8.01,8.51
CUST-010585,62,139554.22,2575.8,19,159.17,20,16.8,33,2,3.56,4.71,9.21
CUST-010586,23,40724.13,1206.12,12,132.09,46,22.91,10,5,66.44,3.33,7.82
CUST-010587,25,55116.04,1180.34,14,66.16,41,20.03,23,6,84.9,0.76,6.18
CUST-010588,64,69922.14,218.68,4,48.26,10,7.89,71,4,25.05,6.14,6.4
CUST-010589,50,66961.74,671.65,4,88.11,14,13.67,35,4,43.29,6.16,5.65
CUST-010590,18,60329.27,1302.46,13,38.95,41,17.48,0,4,66.27,1.58,7.76
CUST-010591,36,47847.17,775.53,10,83.56,16,12.15,26,1,42.28,3.95,7.24
CUST-010592,50,55692.34,493.5,2,90.58,11,4.81,69,2,28.71,5.92,5.49
CUST-010593,32,44158.72,836.63,9,108.54,47,22.05,5,4,61.25,0.6,8.3
CUST-010594,42,109542.58,2437.18,15,213.0,31,8.39,15,1,9.43,6.33,8.7
CUST-010595,56,60953.11,482.65,1,91.72,6,7.57,43,6,27.87,5.62,3.93
CUST-010596,45,92363.74,3180.04,15,171.43,21,10.01,19,0,20.22,6.05,8.9
CUST-010597,49,63126.95,1086.31,10,118.58,16,6.57,17,2,25.59,3.12,8.16
CUST-010598,56,56497.36,2544.95,18,164.67,27,14.57,9,0,4.39,4.22,8.65
CUST-010599,30,69405.77,1082.51,10,95.5,20,1.0,18,0,38.38,2.71,6.46
CUST-010600,41,57115.99,404.23,1,107.05,4,6.58,52,6,48.86,3.88,7.14
CUST-010601,25,51435.1,676.0,11,103.79,47,17.57,0,3,51.0,0.21,6.52
CUST-010602,33,39471.19,1118.63,13,100.67,31,16.44,15,3,71.46,2.39,6.72
CUST-010603,63,61611.47,528.89,2,64.7,6,5.13,73,2,16.7,3.56,6.05
CUST-010604,19,52220.73,886.9,11,56.17,39,19.93,37,3,64.69,0.99,7.14
CUST-010605,65,97158.53,3546.68,17,156.65,24,7.74,15,0,18.48,6.73,8.82
CUST-010606,38,65860.42,815.93,7,120.31,8,9.47,16,1,17.18,1.16,6.99
CUST-010607,47,119734.66,2521.2,17,162.27,22,17.46,18,0,13.81,5.21,9.71
CUST-010608,55,41515.17,400.55,1,83.88,6,3.47,72,4,32.65,5.97,6.8
CUST-010609,57,44956.04,539.81,8,69.89,3,8.01,81,3,9.74,1.79,5.09
CUST-010610,40,48692.19,1116.94,16,92.6,36,14.1,3,5,65.09,0.0,6.59
CUST-010611,44,61446.27,1164.03,10,84.02,12,9.32,30,1,43.27,3.09,8.04
CUST-010612,42,61473.46,938.17,8,112.3,15,11.45,51,3,28.87,5.63,8.05
CUST-010613,62,59520.96,440.87,1,81.47,11,8.53,55,3,37.2,4.3,6.08
CUST-010614,45,72589.29,1180.41,6,92.37,20,8.76,29,1,32.39,5.56,7.84
CUST-010615,30,31610.27,857.68,15,96.45,40,21.07,19,2,71.33,2.61,7.14
CUST-010616,51,111724.86,2409.41,16,197.72,32,13.08,19,2,42.71,10.14,8.6
CUST-010617,45,72843.53,2713.12,17,179.12,25,14.81,9,0,24.23,6.99,8.01
CUST-010618,46,49645.64,1103.9,14,141.28,41,16.65,44,4,73.92,0.72,6.98
CUST-010619,62,62873.54,223.58,2,102.21,1,1.0,82,4,24.04,4.54,6.38
CUST-010620,34,55255.21,1355.34,15,109.46,45,18.85,14,5,57.43,0.84,7.67
CUST-010621,55,100410.55,2879.58,16,167.39,25,15.57,24,3,22.67,6.19,8.36
CUST-010622,47,90642.74,2005.16,11,163.66,19,13.72,5,3,25.58,1.3,7.47
CUST-010623,52,50148.02,381.71,1,103.32,5,1.91,57,4,54.99,4.18,6.57
CUST-010624,38,43052.68,1293.52,10,26.4,38,17.93,5,4,72.46,0.0,6.42
CUST-010625,49,127176.75,2810.71,17,194.29,16,12.41,0,3,23.15,7.8,9.12
CUST-010626,29,39923.47,1243.57,14,136.04,45,15.35,22,4,53.42,1.23,6.71
CUST-010627,32,57351.71,861.29,10,101.79,12,7.5,40,3,18.0,4.18,6.75
CUST-010628,29,59950.57,1207.33,9,99.49,20,10.96,20,3,21.6,6.42,8.07
CUST-010629,56,51471.27,235.98,1,94.54,4,2.29,74,2,27.17,3.05,4.65
CUST-010630,40,38137.37,647.0,17,68.93,33,20.35,6,2,65.98,2.76,7.43
CUST-010631,53,76047.36,913.8,11,136.67,12,11.84,58,1,35.89,0.0,7.89
CUST-010632,48,64942.0,990.77,10,90.72,10,11.08,32,1,38.81,3.61,8.45
CUST-010633,60,58819.1,366.01,1,112.56,20,5.48,56,6,46.24,7.58,5.51
CUST-010634,27,43696.05,1120.0,13,80.34,38,19.15,10,1,55.42,1.88,7.15
CUST-010635,18,46128.12,1380.59,15,95.88,43,19.86,0,3,75.72,0.21,7.68
CUST-010636,29,77241.96,927.18,5,85.75,16,7.85,47,2,37.63,6.86,7.92
CUST-010637,51,50263.4,519.49,7,77.41,4,3.37,73,6,38.77,5.32,6.05
CUST-010638,59,38614.33,450.09,8,78.41,1,9.94,64,4,37.8,6.62,7.42
CUST-010639,53,123722.64,3213.83,13,217.39,7,13.27,13,2,0.0,4.64,9.17
CUST-010640,60,106156.57,2321.26,15,202.33,32,12.97,14,0,17.72,7.78,9.42
CUST-010641,24,55003.06,973.01,8,110.85,40,23.03,1,4,63.88,4.16,7.19
CUST-010642,53,46614.24,460.59,3,82.36,12,7.02,48,3,34.52,3.89,4.71
CUST-010643,19,37956.92,1392.59,12,43.32,34,16.57,19,2,45.28,2.29,7.3
CUST-010644,66,66463.56,349.96,4,112.07,2,5.39,66,4,23.39,7.59,6.81
CUST-010645,38,59749.05,1069.98,13,98.39,33,21.65,7,1,62.56,1.23,7.39
CUST-010646,28,118821.89,2714.97,19,164.26,25,12.22,10,0,46.51,6.4,8.47
CUST-010647,56,101636.77,3550.26,17,187.26,25,13.56,8,2,0.0,8.72,8.98
CUST-010648,73,65019.51,326.02,4,139.25,7,3.15,83,4,21.77,2.57,6.39
CUST-010649,30,72738.64,986.46,6,141.21,14,6.9,10,1,38.97,3.64,7.42
CUST-010650,40,85577.56,1148.61,12,99.49,19,7.22,0,1,54.63,4.77,8.8
CUST-010651,21,48262.48,1215.81,9,122.29,42,16.55,31,1,69.51,1.82,6.65
CUST-010652,59,116568.36,2000.59,17,159.44,23,15.58,1,1,12.37,7.45,9.02
CUST-010653,71,62895.87,556.47,3,75.35,3,6.98,95,4,47.82,2.34,6.26
CUST-010654,41,58741.44,891.69,7,115.39,16,11.18,26,2,37.42,3.45,6.86
CUST-010655,48,85909.55,2211.3,13,160.54,25,9.68,7,1,20.77,7.58,7.2
CUST-010656,45,60468.98,1221.48,8,126.64,14,8.06,16,0,23.16,5.92,7.44
CUST-010657,38,60175.66,1068.54,15,48.04,33,18.17,17,3,90.08,4.74,7.33
CUST-010658,30,59636.99,1105.14,14,46.68,39,25.05,28,3,77.59,0.0,7.71
CUST-010659,49,141715.86,2888.4,14,216.14,23,18.62,8,0,4.36,4.34,9.29
CUST-010660,44,131405.85,2116.4,17,170.08,24,14.9,23,2,36.6,4.08,7.54
CUST-010661,38,68715.99,602.59,6,118.95,13,3.6,30,2,19.39,4.24,4.56
CUST-010662,23,63404.05,1501.17,13,96.93,31,22.72,16,3,69.43,2.05,6.96
CUST-010663,66,59301.59,368.93,3,125.5,14,1.14,72,2,31.08,3.8,4.43
CUST-010664,41,57798.28,1034.93,14,81.34,37,20.52,18,3,96.53,1.93,6.86
CUST-010665,27,87796.11,662.4,11,84.93,15,10.96,54,1,53.08,2.78,7.85
CUST-010666,21,49686.37,1413.34,15,105.56,38,16.75,27,5,53.84,1.78,6.43
CUST-010667,45,55209.51,940.01,10,67.27,12,9.11,15,3,22.05,4.7,7.46
CUST-010668,36,47230.21,972.7,12,128.95,19,7.85,25,1,25.46,4.98,6.38
CUST-010669,41,52759.95,855.55,6,60.76,17,8.97,35,4,40.49,5.48,8.31
CUST-010670,56,52853.01,842.78,7,111.41,12,6.0,18,1,26.08,0.87,9.55
CUST-010671,35,73644.14,1103.52,8,86.22,20,11.81,35,3,41.05,5.15,8.45
CUST-010672,25,47340.45,876.25,16,96.27,32,11.09,15,3,62.02,2.56,7.98
CUST-010673,52,78011.44,910.8,12,99.21,17,10.47,34,1,45.02,5.13,6.1
CUST-010674,31,46300.24,1776.96,14,76.1,36,20.85,18,3,76.11,2.2,8.33
CUST-010675,53,45343.12,390.65,3,100.72,8,5.83,63,2,5.1,6.31,3.46
CUST-010676,32,52140.89,1417.25,14,83.18,31,16.06,30,4,54.65,0.32,9.01
CUST-010677,39,114818.26,2709.99,18,199.07,27,13.32,16,5,60.1,8.12,8.11
CUST-010678,30,55471.32,987.31,15,89.69,30,19.19,8,4,65.84,0.0,6.53
CUST-010679,43,39389.03,1026.53,6,129.12,24,12.54,23,3,41.61,4.12,10.0
CUST-010680,56,104092.41,2746.42,17,186.72,24,14.1,8,1,41.18,7.79,8.68
CUST-010681,59,134682.78,2467.78,13,137.79,28,21.45,8,0,33.37,7.64,8.33
CUST-010682,45,68528.34,429.31,5,96.28,17,5.72,62,5,29.61,2.98,4.94
CUST-010683,56,69081.31,373.76,5,91.21,14,11.03,73,3,20.96,6.98,4.91
CUST-010684,42,67638.44,344.13,1,76.24,6,1.4,57,4,22.15,5.89,6.45
CUST-010685,26,46920.35,1486.82,16,25.31,31,18.7,15,3,63.83,0.61,8.55
CUST-010686,40,113639.77,2566.13,18,194.62,24,12.36,0,3,0.0,5.24,9.42
CUST-010687,47,61657.65,548.51,6,79.01,5,1.93,72,6,28.67,5.05,5.96
CUST-010688,54,61396.37,282.26,3,112.73,12,9.56,61,3,23.54,6.46,4.42
CUST-010689,50,120791.68,2287.7,18,142.16,31,14.91,7,0,17.92,8.1,7.98
CUST-010690,40,46934.34,653.75,4,88.23,20,7.87,92,4,39.39,5.44,5.03
CUST-010691,54,56346.73,414.02,2,88.7,5,3.6,87,4,12.3,2.51,5.43
CUST-010692,41,110221.26,3719.8,14,150.27,26,10.71,0,1,0.0,5.4,8.88
CUST-010693,31,73022.51,865.52,12,112.25,15,9.34,32,4,23.39,4.13,7.47
CUST-010694,52,65139.57,736.73,8,73.37,23,7.25,11,3,42.3,7.58,7.75
CUST-010695,35,52640.86,1142.79,13,114.61,34,18.34,0,4,76.64,4.79,7.34
CUST-010696,34,64382.54,1450.12,5,113.92,7,13.18,22,3,17.27,3.62,5.39
CUST-010697,42,127667.1,1955.37,19,155.71,22,9.88,31,0,21.57,6.68,10.0
CUST-010698,26,46150.7,1105.43,13,102.41,38,15.06,9,4,76.23,5.27,6.58
CUST-010699,55,58543.18,486.73,4,61.44,1,6.14,59,3,24.09,1.73,5.52
CUST-010700,52,50498.22,305.95,7,126.68,15,1.67,75,7,30.34,5.53,5.67
CUST-010701,30,64312.0,822.52,13,106.27,35,19.93,17,4,63.82,1.28,7.18
CUST-010702,48,119090.1,2954.39,16,167.57,19,13.89,0,2,15.03,6.39,7.96
CUST-010703,43,59845.59,831.1,9,101.86,17,12.21,25,2,10.56,5.03,5.73
CUST-010704,33,44569.14,1183.19,11,65.08,27,21.29,12,2,41.43,1.21,5.78
CUST-010705,24,66741.98,787.89,14,105.77,13,13.77,20,2,50.49,4.26,7.14
CUST-010706,40,56107.46,1837.51,15,87.31,38,17.95,3,3,83.15,3.93,6.28
CUST-010707,50,64600.35,354.53,1,74.81,6,8.69,70,4,43.27,3.91,4.89
CUST-010708,28,45675.95,1334.24,18,57.7,37,20.18,24,5,80.26,1.42,6.85
CUST-010709,23,47307.61,1429.9,13,81.94,41,20.78,23,4,71.16,0.22,6.54
CUST-010710,27,49506.93,1540.12,14,60.16,42,19.17,19,6,97.33,3.05,6.84
CUST-010711,61,31424.83,291.27,6,81.67,4,8.27,73,4,32.64,6.55,7.4
CUST-010712,37,126263.86,3390.26,11,191.48,24,9.11,7,3,0.0,8.43,7.44
CUST-010713,65,173073.69,2116.48,16,194.84,31,14.71,0,0,19.72,6.06,8.58
CUST-010714,32,50681.86,652.98,9,129.63,15,3.89,28,2,50.95,3.89,6.48
CUST-010715,31,42661.16,1090.78,12,76.11,37,16.57,23,2,68.94,0.94,6.38
CUST-010716,49,71201.07,957.7,10,153.21,19,9.44,36,1,28.01,3.92,7.71
CUST-010717,38,82570.12,2447.14,17,213.97,24,14.23,10,4,23.25,5.18,9.0
CUST-010718,31,45453.07,1065.11,13,75.45,36,18.91,21,3,62.21,1.25,7.65
CUST-010719,43,53326.11,484.61,10,84.03,9,10.75,6,1,44.91,4.81,7.09
CUST-010720,27,41036.3,1137.45,12,83.12,42,19.25,13,2,77.27,3.93,7.03
CUST-010721,46,35407.04,768.76,5,114.0,9,17.81,34,2,28.72,3.2,7.76
CUST-010722,58,70555.57,1007.39,7,60.54,13,7.54,22,2,36.51,2.55,8.4
CUST-010723,55,58194.28,923.84,6,80.34,21,11.58,25,2,40.59,1.98,6.08
CUST-010724,29,64822.39,1136.74,9,92.45,5,11.66,26,2,37.77,2.71,7.04
CUST-010725,51,60076.34,351.08,2,78.73,3,3.85,70,5,40.09,9.97,6.79
CUST-010726,61,52996.19,511.25,7,103.64,7,6.69,90,3,45.38,6.32,5.23
CUST-010727,28,51021.69,1066.62,16,104.36,31,20.14,16,3,76.79,2.42,7.46
CUST-010728,25,61156.94,1427.76,11,102.01,29,13.43,32,5,66.01,2.93,7.38
CUST-010729,29,40805.03,889.8,15,77.52,29,17.23,11,6,62.16,2.46,7.28
CUST-010730,56,50288.67,437.38,1,113.38,7,2.76,81,4,23.63,7.01,5.98
CUST-010731,55,100516.33,2504.68,18,170.36,22,16.31,25,1,0.57,9.05,6.47
CUST-010732,43,78597.58,768.98,10,77.57,13,11.86,25,0,30.1,0.96,7.31
CUST-010733,25,25970.24,1044.11,11,89.58,34,18.81,21,5,70.53,2.9,6.78
CUST-010734,48,60599.47,432.77,3,93.56,6,3.18,70,3,43.13,5.43,3.0
CUST-010735,52,77226.82,863.37,7,140.41,21,4.04,35,3,27.61,2.41,8.15
CUST-010736,64,144214.35,3032.42,16,176.34,24,12.18,2,2,1.75,8.52,8.01
CUST-010737,52,99612.53,1672.53,19,199.82,22,19.2,30,2,0.67,4.59,8.68
CUST-010738,56,150484.91,2750.7,18,205.12,16,11.28,15,2,5.06,8.26,9.31
CUST-010739,32,53770.44,1346.78,14,79.51,34,17.38,18,0,54.16,0.64,5.5
CUST-010740,48,66101.47,2828.58,15,179.81,30,15.35,0,0,8.02,11.93,6.75
CUST-010741,53,65909.97,412.12,2,130.06,1,6.53,61,4,41.3,3.93,5.68
CUST-010742,38,34162.33,1454.23,12,108.48,37,16.4,16,4,62.76,1.1,8.18
CUST-010743,41,58035.79,839.67,10,129.67,10,7.3,36,3,4.84,4.4,7.34
CUST-010744,63,70767.95,386.0,9,50.02,6,5.02,78,5,41.78,6.37,6.12
CUST-010745,28,37908.67,1174.74,13,51.98,42,15.74,21,3,53.44,0.25,6.35
CUST-010746,44,144924.9,2728.83,14,192.49,32,11.48,9,0,25.12,7.89,8.76
CUST-010747,49,89438.0,1728.93,16,146.36,25,8.69,4,0,0.0,5.41,8.76
CUST-010748,67,69914.89,440.82,4,117.51,2,1.0,59,4,34.25,2.86,6.22
CUST-010749,46,93658.39,3213.94,18,184.06,31,13.04,7,1,3.95,6.76,8.22
CUST-010750,37,51095.91,1040.88,9,125.5,11,11.68,30,1,36.91,0.3,9.07
CUST-010751,48,93994.39,3107.66,13,179.05,26,14.8,5,1,33.5,7.48,9.1
CUST-010752,34,64503.68,860.0,4,95.37,14,10.99,1,3,61.4,4.39,6.86
CUST-010753,26,34826.42,1121.33,9,79.62,55,20.12,6,1,62.49,3.57,7.01
CUST-010754,47,79692.03,1061.69,9,101.96,10,10.48,38,0,47.84,5.67,6.06
CUST-010755,29,50813.07,1161.99,16,117.42,36,16.18,19,4,57.83,0.77,5.68
CUST-010756,48,102561.65,1979.21,16,211.09,16,12.23,3,0,23.36,5.8,8.16
CUST-010757,53,62390.19,342.35,4,109.08,9,1.24,73,4,19.88,6.52,6.08
CUST-010758,49,116082.93,2855.89,14,160.74,26,16.0,9,0,18.71,8.26,8.92
CUST-010759,66,63771.74,509.31,4,101.45,1,5.24,75,3,21.36,5.08,4.29
CUST-010760,64,36846.35,300.19,4,133.34,11,8.24,72,4,16.41,5.46,7.32
CUST-010761,31,65688.72,934.23,13,127.24,16,12.43,20,4,15.21,3.0,7.48
CUST-010762,45,37427.73,1447.15,14,54.77,36,19.66,7,3,70.63,2.17,7.91
CUST-010763,26,41306.92,621.97,8,95.33,17,8.49,15,3,37.56,2.43,7.17
CUST-010764,55,80066.63,458.23,1,122.38,11,8.23,51,3,11.24,6.97,5.06
CUST-010765,18,58458.9,1466.91,11,93.25,40,15.87,35,4,57.58,0.47,6.85
CUST-010766,37,63542.21,738.95,9,108.58,11,11.7,22,3,23.99,6.36,7.45
CUST-010767,43,73710.26,516.14,11,162.27,6,11.12,9,2,39.66,5.2,7.07
CUST-010768,40,147755.99,1307.9,16,181.05,26,18.25,0,1,12.89,6.95,9.13
CUST-010769,78,63210.62,532.02,5,133.66,1,6.72,51,6,32.22,5.42,6.25
CUST-010770,18,28117.8,1153.78,11,77.88,36,18.95,19,4,64.61,3.33,6.05
CUST-010771,56,64048.45,768.48,9,86.06,10,9.75,15,4,24.41,5.25,6.69
CUST-010772,55,130124.39,1352.65,18,185.75,26,12.96,7,0,16.69,6.83,8.23
CUST-010773,40,139867.43,2746.89,15,132.26,20,11.89,24,1,13.17,8.11,9.18
CUST-010774,30,54678.4,1428.19,15,84.42,34,17.04,23,5,78.84,1.91,7.93
CUST-010775,37,75219.42,1233.22,10,84.24,10,12.01,31,1,27.27,4.93,6.56
CUST-010776,51,143385.8,2708.34,20,190.5,24,15.72,23,0,16.24,5.28,6.9
CUST-010777,54,59312.19,393.51,4,87.16,3,6.03,58,4,16.93,3.9,5.03
CUST-010778,61,117519.77,2185.53,15,194.4,25,15.0,16,2,0.0,6.92,6.96
CUST-010779,45,46123.15,1595.04,14,68.89,45,17.43,28,2,73.61,1.79,7.22
CUST-010780,42,83143.1,1836.8,19,147.9,22,11.86,21,3,35.5,4.48,7.08
CUST-010781,40,130315.47,2873.8,19,145.4,20,14.04,1,2,0.0,10.73,8.34
CUST-010782,18,65735.17,928.59,15,73.25,31,16.62,28,4,49.95,2.98,6.67
CUST-010783,49,42675.16,504.79,4,136.01,16,16.38,17,1,13.96,5.99,7.92
CUST-010784,46,65464.62,1221.47,6,143.05,17,7.37,22,1,43.49,6.44,8.44
CUST-010785,66,54330.95,342.05,3,66.06,8,6.39,76,2,28.52,2.6,4.99
CUST-010786,57,55575.09,219.73,2,87.96,6,4.0,89,0,22.96,1.05,5.35
CUST-010787,38,73375.12,1434.51,13,105.58,35,19.91,18,4,67.72,2.71,6.61
CUST-010788,42,63263.62,1006.51,8,105.05,12,8.48,20,2,20.74,6.86,6.83
CUST-010789,55,49582.41,1259.95,10,82.47,17,10.4,43,2,47.01,3.94,6.1
CUST-010790,46,58667.77,923.44,10,148.31,11,7.66,20,2,35.08,3.75,6.96
CUST-010791,47,47132.56,368.9,4,74.4,16,1.0,65,4,31.42,5.47,5.68
CUST-010792,60,42559.62,527.0,1,77.52,6,7.46,76,6,23.8,6.09,4.82
CUST-010793,54,123589.28,2365.56,15,204.69,26,16.95,9,2,39.22,8.29,9.87
CUST-010794,66,65013.36,440.96,6,104.57,7,4.82,76,4,13.01,8.75,5.8
CUST-010795,46,79123.23,680.22,10,90.15,16,12.89,38,1,17.61,0.04,9.13
CUST-010796,18,47506.92,1021.7,9,65.34,36,20.41,17,2,51.25,4.07,6.57
CUST-010797,36,74422.82,790.97,8,127.31,17,6.51,14,3,25.77,4.44,6.49
CUST-010798,54,144600.87,2871.68,17,141.65,15,11.36,0,1,32.4,2.52,8.93
CUST-010799,55,59195.75,557.02,2,103.11,5,9.67,67,4,22.64,5.09,6.3
CUST-010800,54,46575.39,340.01,7,88.9,15,6.33,79,3,41.15,6.42,7.55
CUST-010801,36,66314.64,1236.83,6,91.4,18,8.65,28,1,36.16,5.73,7.51
CUST-010802,52,42459.64,1002.48,9,109.59,24,9.5,19,2,16.56,3.24,6.68
CUST-010803,18,42085.2,1400.91,13,115.57,36,15.37,17,4,71.29,1.77,7.71
CUST-010804,40,70717.67,742.95,8,103.92,23,10.53,0,4,45.59,6.65,8.6
CUST-010805,23,42086.73,964.87,13,40.36,40,18.37,5,5,77.93,0.0,7.72
CUST-010806,27,46600.83,1514.35,13,76.9,32,18.27,8,4,72.69,6.04,6.21
CUST-010807,36,68207.21,743.42,6,80.52,23,7.55,25,1,43.08,4.7,7.94
CUST-010808,38,64358.88,921.42,8,134.16,14,10.73,16,3,24.39,10.57,8.26
CUST-010809,34,62195.63,888.3,8,89.89,5,13.75,24,3,20.72,5.46,7.47
CUST-010810,54,42437.55,418.54,5,93.85,16,6.58,92,3,14.04,4.07,5.04
CUST-010811,44,120179.42,2804.64,15,180.42,19,12.4,3,0,27.54,6.3,8.86
CUST-010812,24,48778.04,1377.29,15,73.31,32,17.83,0,4,66.03,0.0,6.49
CUST-010813,55,93096.43,2957.82,20,201.32,26,12.88,0,2,25.65,10.03,8.83
CUST-010814,31,57972.26,1557.81,9,116.62,42,16.78,17,4,83.11,3.24,7.36
CUST-010815,47,69577.6,1376.83,11,126.35,11,11.28,22,2,24.4,4.3,7.67
